file,cpn,width,height,area,max_dim,min_dim,n_pages,scale_p1,scale_p2,scale_p3
RAD4-32.69X46.94-BK05-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-32.69X46.94-BK05-D1-DF-30K,32.69,46.94,1534.4686,46.94,32.69,2,12,10,
RAD4-32.69X46.94-BK05-D1-DFX-30K-SALES-AID-A.2.PDF,RAD4-32.69X46.94-BK05-D1-DFX-30K,32.69,46.94,1534.4686,46.94,32.69,2,12,10,
RAD4-32.75X56.50-BK05-D2-30K-SALES-AID-A.1.pdf,RAD4-32.75X56.50-BK05-D2-30K,32.75,56.5,1850.375,56.5,32.75,2,14,12,
RAD4-32.75X56.50-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-32.75X56.50-CH04-D2-30K,32.75,56.5,1850.375,56.5,32.75,2,14,12,
RAD4-33.00X40.00-CH04-D2-30K-SALES-AID-A.1.pdf,RAD4-33.00X40.00-CH04-D2-30K,33.0,40.0,1320.0,40.0,33.0,2,12,12,
RAD4-33.00X44.50-CH04-D2-30K-SALES-AID-A.1.pdf,RAD4-33.00X44.50-CH04-D2-30K,33.0,44.5,1468.5,44.5,33.0,2,12,12,
RAD4-34.00X39.00-BZ24-WG3-30K-SALES-AID-A.1.PDF,RAD4-34.00X39.00-BZ24-WG3-30K,34.0,39.0,1326.0,39.0,34.0,2,12,10,
RAD4-34.00X39.00-BZ47-NO-WG3-27K-SALES-AID-A.1.PDF,RAD4-34.00X39.00-BZ47-NO-WG3-27K,34.0,39.0,1326.0,39.0,34.0,2,12,10,
RAD4-34.00X39.00-BZ47-NO-WG3-30K-SALES-AID-A.1.PDF,RAD4-34.00X39.00-BZ47-NO-WG3-30K,34.0,39.0,1326.0,39.0,34.0,2,12,10,
RAD4-34.00X54.00-BR02-D1-DF-30K-SALES-AID-A.1.pdf,RAD4-34.00X54.00-BR02-D1-DF-30K,34.0,54.0,1836.0,54.0,34.0,2,14,12,
RAD4-34.00X54.00-BR02-D1-DFX-30K-SALES-AID-A.1.PDF,RAD4-34.00X54.00-BR02-D1-DFX-30K,34.0,54.0,1836.0,54.0,34.0,2,14,12,
RAD4-34.50X101.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-34.50X101.00-BK05-30K,34.5,101.0,3484.5,101.0,34.5,2,24,24,
RAD4-34.75X38.75-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-34.75X38.75-BK05-D2-30K,34.75,38.75,1346.5625,38.75,34.75,2,10,10,
RAD4-34.75X38.75-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-34.75X38.75-CH04-D2-30K,34.75,38.75,1346.5625,38.75,34.75,2,10,10,
RAD4-34.75X46.75-CH04-30K-SALES-AID-A.1.pdf,RAD4-34.75X46.75-CH04-30K,34.75,46.75,1624.5625,46.75,34.75,2,12,12,
RAD4-34.75X54.50-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-34.75X54.50-BK05-D2-30K,34.75,54.5,1893.875,54.5,34.75,2,14,14,
RAD4-34.75X56.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-34.75X56.00-CH04-30K,34.75,56.0,1946.0,56.0,34.75,2,12,12,
RAD4-34.75X56.00-CH04-DF-30K-SALES-AID-A.1.pdf,RAD4-34.75X56.00-CH04-DF-30K,34.75,56.0,1946.0,56.0,34.75,2,12,12,
RAD4-36.00X36.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-36.00X36.00-BK05-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-36.00X36.00-BK05-D2-DF-30K-SALES-AID-A.1.PDF,RAD4-36.00X36.00-BK05-D2-DF-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-36.00X36.00-BK05-KG-WG3-30K-SALES-AID-A.1.PDF,RAD4-36.00X36.00-BK05-KG-WG3-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-36.00X36.00-BR02-30K-SALES-AID-A.1.PDF,RAD4-36.00X36.00-BR02-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-36.00X36.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-36.00X36.00-CH04-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-36.00X36.00-CH04-D1-30K-SALES-AID-A.1.PDF,RAD4-36.00X36.00-CH04-D1-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-36.00X36.00-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-36.00X36.00-CH04-D1-DF-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-36.00X40.00-NK04-30K-SALES-AID-A.1.PDF,RAD4-36.00X40.00-NK04-30K,36.0,40.0,1440.0,40.0,36.0,2,12,10,
RAD4-36.00X40.00-NK04-CC2-NO-30K-SALES-AID-A.1.PDF,RAD4-36.00X40.00-NK04-CC2-NO-30K,36.0,40.0,1440.0,40.0,36.0,2,12,10,
RAD4-36.00X40.00-NK04-NO-30K-SALES-AID-A.1.PDF,RAD4-36.00X40.00-NK04-NO-30K,36.0,40.0,1440.0,40.0,36.0,2,12,10,
RAD4-36.00X42.00-BR02-DFX-KG-30K-SALES-AID-A.1.PDF,RAD4-36.00X42.00-BR02-DFX-KG-30K,36.0,42.0,1512.0,42.0,36.0,2,14,12,
RAD4-36.00X48.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-36.00X48.00-BK05-30K,36.0,48.0,1728.0,48.0,36.0,2,12,12,
RAD4-36.00X48.00-BK05-D1-30K-SALES-AID-A.1.PDF,RAD4-36.00X48.00-BK05-D1-30K,36.0,48.0,1728.0,48.0,36.0,2,12,12,
RAD4-36.00X48.00-BR02-30K-SALES-AID-A.1.PDF,RAD4-36.00X48.00-BR02-30K,36.0,48.0,1728.0,48.0,36.0,2,12,12,
RAD4-36.00X48.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X48.00-BR02-D2-30K,36.0,48.0,1728.0,48.0,36.0,2,12,12,
RAD4-36.00X48.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-36.00X48.00-CH04-30K,36.0,48.0,1728.0,48.0,36.0,2,12,12,
RAD4-36.00X48.00-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X48.00-CH04-D2-30K,36.0,48.0,1728.0,48.0,36.0,2,12,12,
RAD4-36.00X50.00-BK05-KG-30K-SALES-AID-A.1.pdf,RAD4-36.00X50.00-BK05-KG-30K,36.0,50.0,1800.0,50.0,36.0,2,14,12,
RAD4-36.00X51.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X51.00-BR02-D2-30K,36.0,51.0,1836.0,51.0,36.0,2,12,12,
RAD4-36.00X51.25-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X51.25-BK05-D2-30K,36.0,51.25,1845.0,51.25,36.0,2,12,12,
RAD4-36.00X53.00-CH04-30K-SALES-AID-A.1.pdf,RAD4-36.00X53.00-CH04-30K,36.0,53.0,1908.0,53.0,36.0,2,14,12,
RAD4-36.00X54.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-36.00X54.00-BK05-30K,36.0,54.0,1944.0,54.0,36.0,2,12,12,
RAD4-36.00X54.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-36.00X54.00-CH04-30K,36.0,54.0,1944.0,54.0,36.0,2,12,12,
RAD4-36.00X56.00-CH04-DF-30K-SALES-AID-A.1.PDF,RAD4-36.00X56.00-CH04-DF-30K,36.0,56.0,2016.0,56.0,36.0,2,14,14,
RAD4-36.00X60.00-BK05-30K-SALES-AID-A.1.pdf,RAD4-36.00X60.00-BK05-30K,36.0,60.0,2160.0,60.0,36.0,2,16,14,
RAD4-36.00X60.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X60.00-BR02-D2-30K,36.0,60.0,2160.0,60.0,36.0,2,16,14,
RAD4-36.00X60.00-CH04-D2-30K-SALES-AID-A.1.pdf,RAD4-36.00X60.00-CH04-D2-30K,36.0,60.0,2160.0,60.0,36.0,2,16,14,
RAD4-36.00X64.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X64.00-BR02-D2-30K,36.0,64.0,2304.0,64.0,36.0,2,16,16,
RAD4-36.00X66.00-BK05-30K-SALES-AID-A.1.pdf,RAD4-36.00X66.00-BK05-30K,36.0,66.0,2376.0,66.0,36.0,2,16,14,
RAD4-36.00X67.25-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X67.25-BK05-D2-30K,36.0,67.25,2421.0,67.25,36.0,2,16,14,
RAD4-36.00X72.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-36.00X72.00-BK05-D2-30K,36.0,72.0,2592.0,72.0,36.0,2,18,16,
RAD4-36.00X72.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-36.00X72.00-CH04-30K,36.0,72.0,2592.0,72.0,36.0,2,18,16,
RAD4-36.00X72.00-NK04-30K-SALES-AID-A.1.PDF,RAD4-36.00X72.00-NK04-30K,36.0,72.0,2592.0,72.0,36.0,2,18,16,
RAD4-36.75X25.00-BZ24-30K-SALES-AID-A.1.PDF,RAD4-36.75X25.00-BZ24-30K,36.75,25.0,918.75,36.75,25.0,2,10,8,
RAD4-37.50X37.50-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-37.50X37.50-BK05-KG-30K,37.5,37.5,1406.25,37.5,37.5,2,10,12,
RAD4-38.00X60.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-38.00X60.00-BK05-D2-30K,38.0,60.0,2280.0,60.0,38.0,2,18,14,
RAD4-39.00X43.00-BK05-D2-30K-SALES-AID-A.1.pdf,RAD4-39.00X43.00-BK05-D2-30K,39.0,43.0,1677.0,43.0,39.0,2,12,12,
RAD4-40.00X40.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-40.00X40.00-BK05-30K,40.0,40.0,1600.0,40.0,40.0,2,12,12,
RAD4-40.00X40.00-BK05-KD-27K-SALES-AID-A.PDF,RAD4-40.00X40.00-BK05-KD-30K,40.0,40.0,1600.0,40.0,40.0,2,12,12,
RAD4-40.00X46.00-CH04-DF-KG-30K-SALES-AID-A.1.PDF,RAD4-40.00X46.00-CH04-DF-KG-30K,40.0,46.0,1840.0,46.0,40.0,2,12,12,
RAD4-41.75X58.75-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-41.75X58.75-CH04-D2-30K,41.75,58.75,2452.8125,58.75,41.75,2,16,16,
RAD4-41.75X59.75-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-41.75X59.75-CH04-D2-30K,41.75,59.75,2494.5625,59.75,41.75,2,16,16,
RAD4-42.00X48.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-42.00X48.00-CH04-30K,42.0,48.0,2016.0,48.0,42.0,2,16,14,
RAD4-42.00X58.63-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-42.00X58.63-CH04-D1-DF-30K,42.0,58.63,2462.46,58.63,42.0,2,16,16,
RAD4-42.00X58.75-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-42.00X58.75-CH04-D1-DF-30K,42.0,58.75,2467.5,58.75,42.0,2,16,16,
RAD4-42.00X58.75-CH04-D1-DF-30K-SALES-AID-A.2.PDF,RAD4-42.00X58.75-CH04-D1-DF-30K,42.0,58.75,2467.5,58.75,42.0,2,16,16,
RAD4-42.00X60.00-BK05-CC2-30K-SALES-AID-A.1.PDF,RAD4-42.00X60.00-BK05-CC2-30K,42.0,60.0,2520.0,60.0,42.0,2,16,16,
RAD4-42.00X60.00-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-42.00X60.00-BK05-KG-30K,42.0,60.0,2520.0,60.0,42.0,2,16,14,
RAD4-42.00X60.00-CH04-KG-30K-SALES-AID-A.1.PDF,RAD4-42.00X60.00-CH04-KG-30K,42.0,60.0,2520.0,60.0,42.0,2,16,14,
RAD4-42.00X71.00-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-42.00X71.00-CH04-D1-DF-30K,42.0,71.0,2982.0,71.0,42.0,2,20,16,
RAD4-42.75X34.75-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-42.75X34.75-CH04-D2-30K,42.75,34.75,1485.5625,42.75,34.75,2,12,10,
RAD4-42.75X36.75-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-42.75X36.75-BK05-D2-30K,42.75,36.75,1571.0625,42.75,36.75,2,12,10,
RAD4-42.75X56.00-CH04-DF-30K-SALES-AID-A.1.pdf,RAD4-42.75X56.00-CH04-DF-30K,42.75,56.0,2394.0,56.0,42.75,2,14,12,
RAD4-43.00X24.25-BK05-CC2-KG-30K-SALES-AID-A.1.PDF,RAD4-43.00X24.25-BK05-CC2-KG-30K,43.0,24.25,1042.75,43.0,24.25,2,12,10,
RAD4-43.56X51.87-BK05-D1-30K-SALES-AID-A.1.pdf,RAD4-43.56X51.87-BK05-D1-30K,43.56,51.87,2259.4572,51.87,43.56,2,16,14,
RAD4-44.00X34.00-BK05-D2-30K-SALES-AID-A.1.pdf,RAD4-44.00X34.00-BK05-D2-30K,44.0,34.0,1496.0,44.0,34.0,2,12,10,
RAD4-44.00X40.00-BZ24-30K-SALES-AID-A.1.PDF,RAD4-44.00X40.00-BZ24-30K,44.0,40.0,1760.0,44.0,40.0,2,12,12,
RAD4-44.00X54.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-44.00X54.00-BK05-D2-30K,44.0,54.0,2376.0,54.0,44.0,2,16,14,
RAD4-44.50X24.00-BR02-30K-SALES-AID-A.1.PDF,RAD4-44.50X24.00-BR02-30K,44.5,24.0,1068.0,44.5,24.0,2,10,10,
RAD4-45.00X34.75-BK05-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-45.00X34.75-BK05-D1-DF-30K,45.0,34.75,1563.75,45.0,34.75,2,12,10,
RAD4-46.00X42.00-BR02-DFX-KG-30K-SALES-AID-A.1.PDF,RAD4-46.00X42.00-BR02-DFX-KG-30K,46.0,42.0,1932.0,46.0,42.0,2,14,12,
RAD4-46.00X50.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-46.00X50.00-BK05-30K,46.0,50.0,2300.0,50.0,46.0,2,14,14,
RAD4-46.00X60.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-46.00X60.00-BK05-30K,46.0,60.0,2760.0,60.0,46.0,2,16,16,
RAD4-46.00X60.00-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-46.00X60.00-BK05-KG-30K,46.0,60.0,2760.0,60.0,46.0,2,16,14,
RAD4-46.00X60.00-CH04-KG-30K-SALES-AID-A.1.PDF,RAD4-46.00X60.00-CH04-KG-30K,46.0,60.0,2760.0,60.0,46.0,2,16,14,
RAD4-46.75X34.75-CH04-30K-SALES-AID-A.1.PDF,RAD4-46.75X34.75-CH04-30K,46.75,34.75,1624.5625,46.75,34.75,2,12,10,
RAD4-48.00X24.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-48.00X24.00-BK05-30K,48.0,24.0,1152.0,48.0,24.0,2,12,12,
RAD4-48.00X30.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-48.00X30.00-BK05-30K,48.0,30.0,1440.0,48.0,30.0,2,12,10,
RAD4-48.00X30.00-BZ24-30K-SALES-AID-A.1.pdf,RAD4-48.00X30.00-BZ24-30K,48.0,30.0,1440.0,48.0,30.0,2,12,10,
RAD4-48.00X35.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-48.00X35.00-BK05-30K,48.0,35.0,1680.0,48.0,35.0,2,12,12,
RAD4-48.00X35.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-48.00X35.00-CH04-30K,48.0,35.0,1680.0,48.0,35.0,2,12,12,
RAD4-48.00X36.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-BK05-30K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-BK05-D1-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-BK05-D1-30K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-BK05-D1-35K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-BK05-D1-35K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-BK05-D1-DF-30K-SALES-AID-A.1.pdf,RAD4-48.00X36.00-BK05-D1-DF-30K,48.0,36.0,1728.0,48.0,36.0,2,14,10,
RAD4-48.00X36.00-BK05-DF-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-BK05-DF-30K,48.0,36.0,1728.0,48.0,36.0,2,14,10,
RAD4-48.00X36.00-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-BK05-KG-30K,48.0,36.0,1728.0,48.0,36.0,2,14,10,
RAD4-48.00X36.00-BK05-KG2-WG3-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-BK05-KG2-WG3-30K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-BR02-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-BR02-30K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-CH04-30K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-CH04-D1-DF-30K,48.0,36.0,1728.0,48.0,36.0,2,14,10,
RAD4-48.00X36.00-CH04-DF-KC-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-CH04-DF-KC-30K,48.0,36.0,1728.0,48.0,36.0,2,14,10,
RAD4-48.00X36.00-CH04-KG2-WG3-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-CH04-KG2-WG3-30K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-NK04-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-NK04-30K,48.0,36.0,1728.0,48.0,36.0,2,12,10,
RAD4-48.00X36.00-NK04-WG3-30K-SALES-AID-A.1.PDF,RAD4-48.00X36.00-NK04-WG3-30K,48.0,36.0,1728.0,48.0,36.0,2,12,12,
RAD4-48.00X40.00-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-48.00X40.00-CH04-D2-30K,48.0,40.0,1920.0,48.0,40.0,2,14,14,
RAD4-48.00X42.00-BR02-DFX-KG-30K-SALES-AID-A.1.PDF,RAD4-48.00X42.00-BR02-DFX-KG-30K,48.0,42.0,2016.0,48.0,42.0,2,14,12,
RAD4-48.00X42.00-BR02-KG-WG3-30K-SALES-AID-A.1.SLDDRW.PDF,RAD4-48.00X42.00-BR02-KG-WG3-30K,48.0,42.0,2016.0,48.0,42.0,2,16,12,
RAD4-48.00X44.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-48.00X44.00-CH04-30K,48.0,44.0,2112.0,48.0,44.0,2,14,12,
RAD4-48.00X45.00-NK04-WG3-30K-SALES-AID-A.1.PDF,RAD4-48.00X45.00-NK04-WG3-30K,48.0,45.0,2160.0,48.0,45.0,2,14,14,
RAD4-48.00X46.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-48.00X46.00-CH04-30K,48.0,46.0,2208.0,48.0,46.0,2,14,12,
RAD4-48.00X48.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-48.00X48.00-BK05-30K,48.0,48.0,2304.0,48.0,48.0,2,14,12,
RAD4-48.00X48.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-48.00X48.00-BK05-D2-30K,48.0,48.0,2304.0,48.0,48.0,2,14,12,
RAD4-48.00X48.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-48.00X48.00-CH04-30K,48.0,48.0,2304.0,48.0,48.0,2,14,12,
RAD4-48.00X60.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-48.00X60.00-BR02-D2-30K,48.0,60.0,2880.0,60.0,48.0,2,16,14,
RAD4-48.00X60.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-48.00X60.00-CH04-30K,48.0,60.0,2880.0,60.0,48.0,2,16,14,
RAD4-48.50X32.75-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-48.50X32.75-CH04-D2-30K,48.5,32.75,1588.375,48.5,32.75,2,12,10,
RAD4-48.50X40.75-BK05-KD-30K-SALES-AID-A.1.PDF,RAD4-48.50X40.75-BK05-KD-30K,48.5,40.75,1976.375,48.5,40.75,2,12,12,
RAD4-49.00X39.00-BZ24-WG3-30K-SALES-AID-A.1.PDF,RAD4-49.00X39.00-BZ24-WG3-30K,49.0,39.0,1911.0,49.0,39.0,2,12,12,
RAD4-49.00X39.00-BZ47-NO-WG3-27K-SALES-AID-A.1.PDF,RAD4-49.00X39.00-BZ47-NO-WG3-27K,49.0,39.0,1911.0,49.0,39.0,2,12,12,
RAD4-49.00X39.00-BZ47-NO-WG3-30K-SALES-AID-A.1.PDF,RAD4-49.00X39.00-BZ47-NO-WG3-30K,49.0,39.0,1911.0,49.0,39.0,2,12,12,
RAD4-50.00X35.00-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-50.00X35.00-CH04-D2-30K,50.0,35.0,1750.0,50.0,35.0,2,12,10,
RAD4-50.00X50.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-50.00X50.00-BK05-D2-30K,50.0,50.0,2500.0,50.0,50.0,2,16,14,
RAD4-51.00X41.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-51.00X41.00-CH04-30K,51.0,41.0,2091.0,51.0,41.0,2,14,12,
RAD4-51.00X41.00-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-51.00X41.00-CH04-D2-30K,51.0,41.0,2091.0,51.0,41.0,2,14,12,
RAD4-51.00X42.00-BK05-WG3-30K-SALES-AID-A.1.PDF,RAD4-51.00X42.00-BK05-WG3-30K,51.0,42.0,2142.0,51.0,42.0,2,14,14,
RAD4-53.00X53.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-53.00X53.00-BK05-30K,53.0,53.0,2809.0,53.0,53.0,2,16,16,
RAD4-53.00X67.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-53.00X67.00-BK05-D2-30K,53.0,67.0,3551.0,67.0,53.0,2,16,14,
RAD4-53.25X39.50-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-53.25X39.50-BK05-D2-30K,53.25,39.5,2103.375,53.25,39.5,2,12,12,
